( recording-mrt-094 "Нив ги дресира еден водач-цариник, што ги чува во својот дом." )                   
( recording-mrt-095 "Увид на самото место извршила увидна екипа од Полициската Станица Гостивар." )                   
( recording-mrt-096 "Голема инвестиција во градежниот сектор почна турски Џевахир Холдинг." )                     
( recording-mrt-097 "За пет часа беше формирано ново опозициско движење, и еден ден подоцна стотици илјадници Чеси и Словаци излегоа на улиците." )          
( recording-mrt-098 "На кој ли вжештен политички или националистички затруен ум ќе му нагази на плускавец?" )                
( recording-mrt-099 "Од тој миг Џавид и државата тотално се разишле." )                     
( recording-mrt-100 "За музичкиот дел ќе бидат одговорни македонските диџеи Дарко Јорданов и Ивана Драгшиќ." )             
( recording-mrt-101 "Тука се и Итар Пејо и Настрадин-оџа, па Марко и Муса и Црна Арапина." )                
( recording-mrt-102 "Со извоз на лон-производи за западни компании и без сопствени брендови, македонските текстилни компании се наоѓаат пред голема опасност да изчезнат." )         
( recording-mrt-103 "Сега нам ни останува уште само да дефинираме кој што си подразбира под љубов." )                
( recording-mrt-104 "Како да ги избркам од флиперницава на Илинденска?" )                      
( recording-mrt-105 "И наместо на леб, мирисаше на какао." )                       
( recording-mrt-106 "Спроти нив уште една слика што вџашува." )                       
( recording-mrt-107 "Ние секогаш сме љубители на туѓо, меѓутоа треба да го сакаме и нашето." )                 
( recording-mrt-108 "Но семејството Николаидис пред да пристигне во Улцињ дојде од околината на Поградец, југоисточна Албанија." )               
( recording-mrt-109 "Но, со тоа сцената станува понепрегледна, истакнува Штајнберг." )                      
( recording-mrt-110 "Неколку детали од излагањето на Мичел се индикатор колку висок ѕид прескокнале во таа година." )               
( recording-mrt-111 "Тогаш се концентрирал на воени цртежи, прво за засолништа во лондонското метро потоа и во рудниците за јаглен во Јоркшир." )          
( recording-mrt-112 "Да им дадеме шанса и на луѓето кои живеат со овој хендикеп во Македонија." )                
( recording-mrt-113 "Загреб ќе се бори за интересите на регионот, впрочем тоа се и интересите на Хрватска." )               
( recording-mrt-114 "Се противи на неумереноста на оние кои го заговараат овој своевиден христијански социјализам." )                 
( recording-mrt-115 "Колку пластично објаснуваше за средбата Глигоров-Аџиќ, мислиш таа ја подготвувала спогодбата." )                   
( recording-mrt-116 "Толку ли бил лош што сите побегнале од него?" )                     
( recording-mrt-117 "Волтер Кронкајт па дури и Питер Џенингс." )                       
( recording-mrt-118 "Во тоа време банките потешко одобрувале кредити со поголем износ поради што решиле да побараат пари од лихвар." )            
( recording-mrt-119 "Второ, неговиот пристап на запрежен коњ го подготвил теренот за апсолутно најдобри резултати." )                 
( recording-mrt-120 "Овој месец Македонија веројатно ќе биде преокупирана со изборна кампања, со митинзи, со обинувања, ветувања..." )               
( recording-mrt-121 "Извештајот од ОДИХР го чекаат и во американскиот Стејт департмент." )                    
( recording-mrt-122 "Сите три момчиња сонуваа да станат поп-ѕвезди." )                       
( recording-mrt-123 "Претседателот на холандската конфедерација на индустрии и работодавци, Бернард Винтјес, вели дека Владата треба да се дистанцира од веб-сајтот." )           
( recording-mrt-124 "Но може ли да се урне офшор-универзумот?" )                       
( recording-mrt-125 "Килограм марихуана, според Фљамур, чини триста евра." )                       
( recording-mrt-126 "Москва, Њујорк, Лондон, Берлин, Мадрид, Билбао, Лисабон." )                       
( recording-mrt-127 "МЕК тесно соработувала и со режимот на ирачкиот диктатор Садам Хусеин во периодот меѓу таа и таа година и во неговата земја го воспоставила својот прв команден штаб под името Камп Ашхраф." )
( recording-mrt-128 "Иранската опозиција наишла симпатии и кај поранешниот градоначалник на Њујорк, Рудолф Џулијани, поранешниот комесар за човекови права на обединетите нации Мери Робинсон и други." )      
( recording-mrt-129 "Ама не само тоа туку и целиот ментален склоп на тој стар свет од македонското село од пред многу години за мене, како градски човек и странец, беше многу туѓ." )
( recording-mrt-130 "Семето од индустрискиот коноп содржи мали количества те ха це." )                    
( recording-mrt-131 "Двајцата биле секретари на Академијата за науки." )                       
( recording-mrt-132 "Во спротивно се прекршуваат одредбите." )                         
( recording-mrt-133 "Сообраќајката се случила во десет часот, информираат од Охрид." )                     
( recording-mrt-134 "Потрагата по подобар живот и нови искуства секоја година носи околу илјада млади Македонци да работат во Америка преку програмата ворк енд травел." )        
( recording-mrt-135 "Некалдрмисаните улици биле многу тесни и калливи." )                       
( recording-mrt-136 "Имаме напредок од места на светската листа на Транспаренси интернешнл." )                    
( recording-mrt-137 "Затоа, во една пригода, советскиот претседател Никита Хрушчов иронично го нарекол последниот социјалистички цар." )                
( recording-mrt-138 "Светиот дух живее и дејствува во нас, во секој Македонец." )                    
( recording-mrt-139 "Проблем што не бил решен во рамките на поранешна Југославија." )                    
( recording-mrt-140 "Близината во географска смисла, но и далечината во морална смисла го правеле ем видлив и значаен ем далечен и туѓ Балканскиот Полуостров." )        
( recording-mrt-141 "Деби на турнирот ќе има и хрватскиот интернационалец Љубо Вукиќ, кој од Загреб се пресели во Мешков Брест, екипа која лани го елиминира Пелистер во мечевите од Купот на е ха еф." )
( recording-mrt-142 "Кој ги финансира активностите?" )                          
( recording-mrt-143 "Неодамна исто така во Косово беше уапсен познатиот нарко-бос Насер." )                    
( recording-mrt-144 "Но, работата остана, вели Маџнуков." )                         
( recording-mrt-145 "Таму беревме качунки, петопрс, здравец и други цвеќиња." )                      
( recording-mrt-146 "Претставник на хотелот изјавил дека Сноуден си ги зел личните работи и се одјавил." )                
( recording-mrt-147 "Јаболковиот оцет треба да го разредите бидејќи може да ја оштети глеѓта на забите." )                
( recording-mrt-148 "Докажувајќи дека и тие имаат коњ за трка." )                      
( recording-mrt-149 "Да си земат вода и шеќер за да не ги стрефи дамла." )                                              
( recording-mrt-150 "Не сака ли баба меца да танцува по неговите ноти, тој ѕверски ќе го повлече синџирот, врзан за носот на грамадното, но кутро животно." )      
( recording-mrt-151 "Дури и главниот актер, Халит Ергинч, се вклучи во протестите." )                    
( recording-mrt-152 "Кога еден член ќе почне да се проѕева, покажувајќи знаци на умор, можеби целата група треба да почне да се проѕева како колективен ментален поттик." )     
( recording-mrt-153 "Во таа насока се и поставените нови канделабри во централното градско подрачје на улицата Осми Семптевмри." )              
( recording-mrt-154 "Го гледав и Џорџ Скот во улогата на генералот Џорџ Патон." )                   
( recording-mrt-155 "Финишот како и целиот меч беше многу драматичен." )                      
( recording-mrt-156 "Тоа стана дел од семејството на ЕБФ на таа година." )                    
( recording-mrt-157 "Демири и Исмаиловиќ живееле на улицата Мехмед Градица и тоа во изнајмен стан." )                 
( recording-mrt-158 "Звучи како многу сериозно да ја сфаќате." )                       
( recording-mrt-159 "Дали се плашевте дека со дигитализација и доработка на песните ќе се изгуби природниот и посуров рокенрол-звук?" )             
( recording-mrt-160 "Жељко, дали сте од оние кои со задоволство ги прифаќа советите и критиките?" )                 
( recording-mrt-161 "Лани Македонија увезла неколку тони цигари од хрватската трговија." )                     
( recording-mrt-162 "Три тима што делуваат како целосна непознаница на почетокот на сезоната се Фрајбург, Ајнтрахт и Хофенхајм." )              
( recording-mrt-163 "Ви годи ли кога ќе ве наречат рок-ѕвезди?" )                      
( recording-mrt-164 "Според документот од Сноуден, во октомври таа година германската канцеларија на НСА и БНД заеднички ја презентираа програмата." )            
( recording-mrt-165 "Може и џез, само не турбофолк, техно..." )                       
( recording-mrt-166 "САД поаѓајќи од својата реална моќ често пати покажувале најблаго речено игнорантно однесување кон Обединатите Нации, нејзините одлуки, документи и резолуции." )         
( recording-mrt-167 "Садам Хусеин употреби хемиско оружје против Курдите во ирачкиот курдски град Халабџа и против иранските сили." )              
( recording-mrt-168 "Ама ако немаш дома ни гравче ни домашен мир седнат на клупа под сопствената стреа, тогаш почнува јанѕата." )            
( recording-mrt-169 "Тутунските компании се обидуваат земјите кои што имаат помали капацитети да застанат на патот на оваа епидемија." )             
( recording-mrt-170 "Боинг не бил пионер во производството на комерцијалните млазњаци." )                     
( recording-mrt-171 "Со посредство на Вашингтон отпочнаа преговорите меѓу Израелците и Палестиницте, што се очекува да завршат до мај како и оние околу нуклеарната програма на Иран." )     
( recording-mrt-172 "Спилберг долго време размислувал да сними филм за Линколн." )                     
( recording-mrt-173 "Не како жанровска или стилска концептуална насока, туку како мешавина на фикција и живот, како претопување од едно во друго, како еден вид меланж." )      
( recording-mrt-174 "Денес на Викенд медиа фестивалот во Ровињ заживеа порталот Бизнис плус, нов информативен сервис без кој што нема да можете да си го замислите утрото." )     
( recording-mrt-175 "Уште потешки се последиците од буџетската консолидација во односот долг-БДП." )                    
( recording-mrt-176 "Веќе седум-осум години на овој пазар свои песни продаваат Кристијан Габровски, Јордан Василевски-Оцко, Јован Јованов и Роберт Билбилов." )            
( recording-mrt-177 "Љубовниците ја признале аферата пред ЕФ БИ АЈ." )                      
( recording-mrt-178 "Веќе не се зборувало за таа љубовв, туку за љубовта кон луѓето и кон Бога што спасува." )    
